Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Titan Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Moon Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Mars Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Venus Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Triton Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Titania Neodymium Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Eris Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Europa Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Io Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Titan Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Moon Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Mars Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Venus Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Triton Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Titania Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Palladium Ore
appliedenergistics2:facade:0, Cable Facade - End Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Eris Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Europa Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Io Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Titan Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Moon Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Mars Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Venus Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Triton Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Titania Palladium Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Eris Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Europa Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Io Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Titan Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Moon Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Mars Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Venus Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Triton Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Titania Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Nether Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - End Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Eris Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Europa Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Io Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Titan Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Moon Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Mars Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Venus Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Triton Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Titania Plutonium 239 Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Silver Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Silver Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Silver Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Silver Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Silver Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Silver Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Silver Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Silver Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Silver Ore
appliedenergistics2:facade:0, Cable Facade - Eris Silver Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Silver Ore
appliedenergistics2:facade:0, Cable Facade - Europa Silver Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Silver Ore
appliedenergistics2:facade:0, Cable Facade - Io Silver Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Silver Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Silver Ore
appliedenergistics2:facade:0, Cable Facade - Titan Silver Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Silver Ore
appliedenergistics2:facade:0, Cable Facade - Moon Silver Ore
appliedenergistics2:facade:0, Cable Facade - Mars Silver Ore
appliedenergistics2:facade:0, Cable Facade - Venus Silver Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Silver Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Silver Ore
appliedenergistics2:facade:0, Cable Facade - Triton Silver Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Silver Ore
appliedenergistics2:facade:0, Cable Facade - Titania Silver Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - End Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Eris Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Europa Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Io Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Titan Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Moon Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Mars Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Venus Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Triton Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Titania Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Thorium Ore
appliedenergistics2:facade:0, Cable Facade - End Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Eris Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Europa Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Io Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Titan Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Moon Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Mars Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Venus Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Triton Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Titania Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Tin Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Tin Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Tin Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Tin Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Tin Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Tin Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eris Tin Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Tin Ore
appliedenergistics2:facade:0, Cable Facade - Europa Tin Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Tin Ore
appliedenergistics2:facade:0, Cable Facade - Io Tin Ore
appliedenergistics2:facade:0, Cable Facade - Ganymede Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhea Tin Ore
appliedenergistics2:facade:0, Cable Facade - Titan Tin Ore
appliedenergistics2:facade:0, Cable Facade - Iapetus Tin Ore
appliedenergistics2:facade:0, Cable Facade - Moon Tin Ore
appliedenergistics2:facade:0, Cable Facade - Mars Tin Ore
appliedenergistics2:facade:0, Cable Facade - Venus Tin Ore
appliedenergistics2:facade:0, Cable Facade - Phobos Tin Ore
appliedenergistics2:facade:0, Cable Facade - Deimos Tin Ore
appliedenergistics2:facade:0, Cable Facade - Triton Tin Ore
appliedenergistics2:facade:0, Cable Facade - Oberon Tin Ore
appliedenergistics2:facade:0, Cable Facade - Titania Tin Ore
appliedenergistics2:facade:0, Cable Facade - Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Nether Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - End Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Fiery Netherrack Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Lively Netherrack Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Gloomy Netherrack Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Mercury Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Saturn Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Jupiter Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Uranus Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Neptune Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Pluto Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Eris Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Kepler22b Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Europa Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Io Naquadah Ore
